id	review
"37128_0"	"After reading the comments for this movie, I am not sure whether I should be angry, sad or sickened. Seeing comments typical of people who a)know absolutely nothing about the military or b)who base everything they think they know on movies like this or on CNN reports about Abu-Gharib makes me wonder about the state of intellectual stimulation in the world.<br /><br />At the time I type this the number of people in the US military: 1.4 million on Active Duty with another almost 900,000 in the Guard and Reserves for a total of roughly 2.3 million.<br /><br />The number of people indicted for abuses at at Abu-Gharib: Currently less than 20<br /><br />That makes the total of people indicted .00083% of the total military. Even if you indict every single military member that ever stepped in to Abu-Gharib, you would not come close to making that a whole number. <br /><br />The flaws in this movie would take YEARS to cover. I understand that it's supposed to be sarcastic, but in reality, the writer and director are trying to make commentary about the state of the military without an enemy to fight. In reality, the US military has been at its busiest when there are not conflicts going on. The military is the first called for disaster relief and humanitarian aid missions. When the tsunami hit Indonesia, devestating the region, the US military was the first on the scene. When the chaos of the situation overwhelmed the local governments, it was military leadership who looked at their people, the same people this movie mocks, and said make it happen. Within hours, food aid was reaching isolated villages. Within days, airfields were built, cargo aircraft started landing and a food distribution system was up and running. Hours and days, not weeks and months. Yes there are unscrupulous people in the US military. But then, there are in every walk of life, every occupation. But to see people on this website decide that 2.3 million men and women are all criminal, with nothing on their minds but thoughts of destruction or mayhem is an absolute disservice to the things that they do every day. One person on this website even went so far as to say that military members are in it for personal gain. Wow! Entry level personnel make just under $8.00 an hour assuming a 40 hour work week. Of course, many work much more than 40 hours a week and those in harm's way typically put in 16-18 hour days for months on end. That makes the pay well under minimum wage. So much for personal gain. I beg you, please make yourself familiar with the world around you. Go to a nearby base, get a visitor pass and meet some of the men and women you are so quick to disparage. You would be surprised. The military no longer accepts people in lieu of prison time. They require a minimum of a GED and prefer a high school diploma. The middle ranks are expected to get a minimum of undergraduate degrees and the upper ranks are encouraged to get advanced degrees."
"19439_0"	"It's hard to describe Elfen Lied to someone who hasn't heard of it; the closest I can think of is a strange mix of extreme violence, romance and drama. To those of you who haven't witnessed it, you're probably wondering how these are all incorporated into the one piece coherently. Those that have though, are instead pondering why they haven't been put together sooner. Such is the quality and flow of this odd hybrid of an anime. <br /><br />The real area that Elfen Lied shines is it's narrative - its hard not to be enthralled by its weaving course and diversity. A Violent and gory encounter will perhaps gives way to another with a contrasting lighter moment. Emotive drama gives way to bloodshed and then back again, only this time bring you close to tears as it does so. It's a strange combination, where you as the viewer are thrown about and manipulated like those in the story line itself, but one that works surprisingly well. It does this all the while without feeling disjointed, it has an elegance and clever subtly when it makes these strong transitions that makes it all the more mesmorising.<br /><br />This is carefully finished with a truly memorable musical score, which in my opinion is another great strength. The opening 'Lilium' is particularly powerful, and differing versions feature prominently throughout - lending its intensity to emotive scenes. However, regarding music there's an off kilter over-happy pop song that plays over the credits after each episode. It feels out of place, but never the less is adequate enough, and it could be argued adds a good contrast to what is at times quite a depressing anime.<br /><br />I must reiterate however, that the violence is somewhat extreme, and I advise you to be prepared for it if you are faint hearted. However by no means avoid this because of it, there's a lot more to it than the violence, and you will be denying yourself a truly wondrous experience by not watching it. It is to any fan of the medium unmissable; a weird cocktail of conflicting ideas - that on paper shouldn't work, but some how is pulled off in spectacular fashion, gripping you from the start to it's brutal conclusion. <br /><br />Still not convinced? Well ask yourself this; Is there anything else out there that can lay claim to being disturbing and yet at the same time profoundly beautiful? It's worth watching on that premise alone."
"10760_0"	"Of all the bile-inducing vomitoriums to squeeze out of Tinseltown's bloody sphincter over the past 50 years, this is indisputably the worst of the lot. Carvey's one-man show is such a poor excuse for comedy that it doesn't even deserve to get raked by the MST 3000 crew. I swear, I actually felt nauseated after watching this festering pile of manure. In order to lengthen the lame 70-minute running time, the producers padded the end credits to TEN minutes with lame-ass Carvey impressions that surely couldn't even make the last few minutes of that God-awful Saturday Night Live TV show. In it you can see Carvey imitating other notable actors who surely don't deserve the indignity. Did I mention it features Jessica Simpson in a cameo? Yech!! If you ever plan on watching this stinking puke-fest, you might want to make sure you have plenty of Pepto-Bisthmol beforehand."
"15073_0"	"This is quite an underrated Hitchcock movie. While its not one of his best movies, this is actually quite good. The plot is very World War 2-inspired so that may be part of why it is overlooked. This does have classic Hitchcock suspense moments though (although the best one comes towards the end). A lot of dialogue here too and Tallulah Bankhead does an excellent job. Worth checking out if you are a fan."
"33119_0"	"Being a huge Gary Oldman fan, I had high hopes for this film. And the \"Deleverence/Straw Dogs\"-esquire story about an English couple vacationing at their friends house in a remote part of Spain where they find a poor child locked away in chains and have to face the wraith of local villagers, started off well enough. It had some good atmosphere and it kept my attention, however sadly It seems to run out of steam and lose it's direction somewhere along the way. I felt my interest waning as the story seemed to limp along to an extremely unsatisfying ending (however at that point I no longer cared) It IS always cool to see Oldman though.<br /><br />My Grade: C- <br /><br />Eye Candy: Virginie Ledoyen & Aitana Sánchez-Gijón both bare all <br /><br />Lion's Gate Region 1 DVD Extras: Trailers for \"The Eye\" remake, \"Retribution\", \"Christie's Revenge\", \"Dead Man's Bounty\", & \"Blood Trails\"; and a promo for Fear.net"
"38735_0"	"For the most part the acting was poorly done (especially on part of the Park Ranger), and the stories were anything but scary. Predictable and rather poorly shot, even if there was a low budget. The idea for this movie was a good one, it just wasn't pulled off."
"12041_0"	"Ram Gopal Varma does it again yet another movie which draws you into the reality of Underworld and introduces you to the machinery of Mumbai underworld.<br /><br />D is a story of a young aggressive man Deshu who gets into the Underworld and changes the orthodox ways of its operation.He defies the ongoing practices and with his courage he is in the driving seat just after some time he joins the gang.<br /><br />\"Randeep Hooda\" comes as a surprise this young chap from Haryana delivers a performance which is really amazing. Last time when we saw Randeep Hooda he was in a small appearance in Monsoon Wedding.But this movie shows his potential.He resembles to Chandu of Company but definitely does it better than Vivek Oberoi.<br /><br />Satya and Company were on the same lines of D but definitely SAtya is the best among the three.D-company music wise is not up to the mark but songs are hardly part of the story.<br /><br />performance wise the movie is a full of good performances CHunky Pandey gives a great performance and fits to the role.Then there are artists like Goga Kapoor Sushant Singh who can never go wrong.Isha Kopikar had very little scope but her costumes and body language was perfect for the small time when she was on screen.<br /><br />If you enjoyed Satya and company this movie is a sure go for you.Don't expect any mercy from Varma productions because there is ample of on screen violence and tension like the previous two flicks.<br /><br />8/10"
"41565_0"	"I gave it 2 for some attempt at historical detail... To echo another reviewer, all the actors behave as in the 20th/21st centuries, not the Victorian 19th. The actors behave far too freely and with hardly any attempt at the formal dignity, stiff social restraint of the time, and no apparent attempt to represent the social mores and customs of the era. Watch the original version with Ralph Richardson to see what I'm driving at.<br /><br />Or watch Zulu, Zulu Dawn, or Charge of the Light Brigade for more authentic historical recreation of how people were in those days.<br /><br />The battle scenes in this version may have been 'fierce', but the pacing was far too 20th-21century. Even warfare was a more 'formal' and 'dignified' affair then than it is today. It took the First World War to change that.<br /><br />IF you want 20th-21st century romance and military heroics transposed to the 19th century, this film is OK, for anything more historically 'real', best look elsewhere..."
"48612_0"	"I wanted to watch this one sense I am a fan of films such as \"Last House on the Left\" and \"Maniac\". This film follows in this same gener only less satisfying to watch than those above. This movie is about a garage worker who leads a double life as a serial rapeist, watching young women and taking advantage of them at the apropriate moment. He stutters when he's with a girl and starts to feel nervous which I felt was unapprpriate for the movie. Then we see him making his move towards the victim and them the movie switches to a different scene and then later on in the movie like when we see the killer watching TV or drinking a beer or scratching his rabbit which is his only friend we see flashbacks of what happened between the killer and the unfortunate victim which we should have seen while he was killing the victim. This I also found unnecisary in the movie. The part that I did like in the movie as compared to \"Maniac\" was the fact that we get to see what the killers thinking and just why he commits these murders and I liked that. Always wanted to know just what made those serial killers tick. But this one didn't tick to much for me, I gave it a 4."
"17525_0"	"Che is a good film for chronicling the events leading to the Cuban Revolution and certainly has a mystic potency surrounding Che and his political ideals. However there is no emotional core or compassionate deliverance to make this anything more than interesting, and is a friendly inspection of Che's mindset rather than anything inspiring.<br /><br />The events in Che offer insight into guerrilla warfare but it fails to capture the imagination. Much of the score in Che is over-dramatic and frictional to the narrative, it tries to up the tempo but it comes across as rather willful and disjointed. As the war continues comrades die and characters which you have been deliberately introduced to perish without a second-glance. The biggest failure for Che is that it does not have any emotional engagement with its characters, it is happy to leisurely move through the film.<br /><br />Che is a likable film but it does not grip, or pull at your heartstrings. The film is well-made but it is a film produced almost with an educational edge. Rather than exploring Che and his revolutionaries with any passion it glides steadily along to an ending well-suited to its purpose."
"32062_0"	"This film is very disturbing. It reminded me of the love and affection and materialistic things that we all want for ourselves. It's a movie about how fame, fortune and a notion of that being rich will make your life better, might end up destroying you.<br /><br />It's been almost 60 years since the films release, and yet today, it remain as relevant as ever, as still the biggest stars in the world, gets destroyed for the exact same reasons as displayed in the film. Britney Spears and Michael Jackson comes to mind. Like Norma in the film, these people are kings. But no amount of money or fame can save them from their own destruction. And that is the tragedy.<br /><br />And yet the world goes on, and we keep dreaming about fame and fortune. Will we ever learn? This film Disturbs me. It's like looking into the state of mind of human beliefs. We all wanna be pop stars and drive around in fancy cars. We do think it will make us more happy. Will it, Norma?<br /><br />VIII/X"
"48625_0"	"Let me put it this way. I love bad movies. I pretty much grew up with MST3K since I was about 10. I often rent cheesy horror and action films for a good laugh. This movie made the original Godzilla movies look like Oscar worthy films. They even try to make their monster seem more powerful and more impressive with the line \"This guy makes Godzilla look like a pussy.\" Well at least any Godzilla films (Japan or USA versions) has better plots and acting. The special effects were awful. A special effect is supposed to blend in to make creature or other objects look like they are real. The special effects in this film stick out big time. I would not wish this film on anyone.<br /><br />1/2 stars out of 4"
"48176_0"	"From the combined ministries of Jack and Rexella Van Impe and John Hagee comes Revelation, the second in a trilogy of films about somebody's conception of the end times. I say somebody's because even fundamentalist Christians are by no means united about prophesying things to come.<br /><br />I've not seen the first of these films Apocalypse in which a united world government is established and the rapture has taken place. A guy who even calls himself the Messiah named Macaluso played by Nick Mancuso has taken over the world and it's either his way or the highway.<br /><br />Christians are not even united on whether there will even be a rapture, but I'm of the opinion that if the fundamentalists are right and whole lots of people that you know feel that way suddenly vanish it might give some tangible proof about the Bible being real. <br /><br />But it has happened and it's happened to Jeff Fahey's family, wife and daughter, who just vanished without a trace. She could never quite get him to church and he's been left behind as a result. Anyway under the regime of Messiah Macaluso those who are not followers of his are deemed 'haters' and are rounded up and also disappear in more conventional ways.<br /><br />Fahey finds himself questioning what's going on and when he does he's framed for his partner's murder and forced to flee among the haters. Who in his city include former news anchor Leigh Lewis who in the first film had been the first to denounce Macaluso for being Satan.<br /><br />Mancuso's got something called a Day of Wonders where folks will be asked to participate in a virtual reality game en masse. Since we know who Mancuso is, it's something not good and its up to the believer types to throw a monkey wrench into the works. <br /><br />Carol Alt and Tony Nappo play a blind and a paraplegic people respectively and when they play the game they are healed and become Mancuso's disciples. That's a mighty hard thing to give up, healing from some affliction to reject Mancuso.<br /><br />David Roddis has an over the top performance as one of Mancuso's acolytes who's playing his villain in the best Snidely Whiplash tradition. All he needed was a handlebar mustache to twirl at both ends.<br /><br />It's impossible to evaluate these films because believer folk will hang on every word and nonbelievers will inevitably scoff. Then it degenerates into a theological not a cinema discussion. The cast give it their best to inject reality in some far fetched notions.<br /><br />There was a scene that really wasn't terribly germane to the plot where a father turns in his son for 're-education' because he caught him with a Bible. I took a look on the actor, Darrel Hicks, who played the son and found he'd also later done work on Queer As Folks. Talk about an eclectic resume.<br /><br />The ending is positively biblical itself. Just think of Shadrach, Meshach, and Abednego."
"16232_0"	"Ghost World is one of the better teen or comming of age movie i have seen in a while. The story was very sweet, and it gives people who are hopeless (like myself) hope. This is because the ugly, but unique dork of the movie gets to find true love! I don't usually see that in todays movies<br /><br />The movie consists of many interesting characters, and the actors who played the characters did an outstanding job (especially Thora Birch and Steve Buscemi). The settings in the movie was good, and I liked how the movie used different room colors for different occasions in this movie.<br /><br />There are some problems of this movie: 1. The movie was a little bit long, and sometimes the story drags. 2. Scarlett Johanson character seemed pretty small, it would be nice to more a little bit of Scarlett Johanson character.<br /><br />This movie was funny, sweet, and interesting. If you are sick of the ordinary teen movies, you should watch this interesting little teen movie called Ghost World :)"
"12528_0"	"Outstanding film dealing with a 16 year old who tries to bring stability to a totally dysfunctional family.<br /><br />There is a truly outstanding performance by Anne Heche as the dysfunctional mother who neglects her children to lead a most disgusting life in pursuit of a good time. Heche is ably supported by Diane Ladd, a religious woman who can quote the bible but could not control her rebellious daughter.<br /><br />The film deals with how a sharp 16 year old has to learn to play the system to keep her brothers together. Bright, perceptive and unfortunately victimized by a sick mother, Kristen Bell gives a splendid performance.<br /><br />I enjoyed the part where she meets a black young man who becomes her boyfriend. Nothing is made of the inter-racial relationship nor the fact that the young man has a black father and white mother.<br /><br />This film shows that a court system can work to the advantage of its victims."
"39976_0"	"This movie did play like a dream or maybe even like an autobiography - it was disjointed. It was basically a bunch of mostly random scenes throughout this lady's life and you wonder what is going to happen next to her. The scenery was beautiful, but that is the only redeeming value I could find. Wait for it to come to tv."
"25857_0"	"This film is supposedly based on the true account of a prisoner who escaped from Devil's Island in French Guiana. However, the book by Henri Charriere about his experiences apparently has a LOT of inconsistencies and outright fabrications (a polite way of saying he was a liar). So, provided you understand that this isn't quite a true story, this is still an exceptional film. Much of this is due to incredible acting, direction, scripting and makeup.<br /><br />Henri Charriere, played by Steve McQueen, is going to Devil's Island for killing a pimp--supposedly in self-defense. On the boat, he meets a swindler played by Dustin Hoffman and they become friends.<br /><br />Most of the film documents how harsh and awful life is in the prison came--either in the work camps or when living in solitary confinement. All take their toll and kill off many of the prisoners, by Charriere is resilient. Despite all these privations, he never loses his resolve to escape, though Hoffman eventually does and accepts his life on the island after one failed escape attempt. In the end, Charriere does escape, though in real-life, this apparently did NOT occur.<br /><br />While there is a lot more to the movie and what I have mentioned (after all it's a very long and involved film), the full impact of the story is not what you read but seeing the awfulness of the prison. So, be prepared for a movie that at times is very difficult to watch but is constructed it's an amazing film."
"10552_0"	"I know that cartoons aimed towards adults generally don't get the attention they deserve, because they get written off as childish or don't capture interests as quickly as attractive/famous real-life characters can. But PLEASE, give this show a chance! I promise that just one episode of this show will have you hooked. I haven't laughed out loud this much since arrested development (R.I.P.) and the humor is similarly fast paced and, at times, absurd. The show is a half hour long, divided into two 15 minute episodes, which makes the show very watchable even for people who don't think they can devote an entire 30 minutes to a cartoon.<br /><br />Everything about this show is hilarious--the scenarios, the dry dialogue, the buildup to inevitable madness, and the horribly drawn but wonderfully fleshed-out characters. The show follows Tim, who is frequently caught in admittedly outlandish situations, although they always seem to spiral out of control so realistically. He and the supporting cast of characters all have their own stand out performances, including Debbie the friend/hooker and Amy the girlfriend, who is perpetually disappointed in her well-meaning but just plain awful boyfriend. So before you write it off simply because it's an adult cartoon, watch just ONE episode. Hell, even watch one half of an episode. That's 15 minutes of your time that will quickly lead to you watching every episode, I promise."
"26437_0"	"...but what a disappointment. The acting was superb. The cinematography was gorgeous. The stimulated sex, particularly the gay stuff, quite hot. However, the characters were totally unbelievable as everything was driven by plot line nothing by the characters. Surely to G-d this was not the first time Campbell Scott's character had stepped out on his wife so she must have known something was going on. He would have been clever enough to ensure she never found out. We are led to believe she is naive to the ways of the world and yet knows to how to find and hire a private detective and gather enough information to 'gaslight' another person so cleverly. This compassionate woman suddenly turns into a total freak? And the up and coming ('scuse the pun) screenwriter is supposed to be a man-of-the-world and yet believes his dead lover speaks to him in a computer chat room? The whole thing about the poisonous plants-gee, can you say \"foreshadowing\"? We rented the DVD and I left the room to do other things about half an hour before the end because I simply could not waste my time any longer."
"16262_0"	"As a long-time Holmes fan, and particularly of the Jeremy Brett interpretations, I was fully prepared to dislike this one intensely. However, I did enjoy it and can recommend it, though with some warnings.<br /><br />As several have mentioned, the time warp is annoying for those who know the genre. While it's certainly possible that Holmes might have \"come out of retirement\" at a young age, this is pushing it a bit far. Holmes and Watson were at least in their mid- to late twenties in the 1880s, so an Edwardian (1903?) setting would have them each pushing 50.<br /><br />I don't recall seeing this Everett guy before, but I think they could have done better. However, after seeing poor Charlton Heston doing Holmes, I won't squawk too loudly. Everett seems to play up the jaded, effeminate Edwardian dandy routine a bit much for me.<br /><br />Aside from the earlier-mentioned telephone disparity and perhaps too-routine use of fingerprints, I was particularly aggravated by the reference at the end to James Whistler's famous work commonly known as \"Whistler's Mother. Holmes refers to it as something like \"Portrait in Gray,\" whereas the actual title is \"Arrangement in Gray and Black (or Black and Gray)\". If as screenwriter is determined to be that pretentious, he should at least do the research and get it right.<br /><br />The plot seemed to be \"cheating\" a bit to me, too, as others have mentioned.<br /><br />But I did like it, warts and all. Maybe a 6 or 7 out of 10."
"40588_0"	"In 1998 two sentimental movie so alike was make one is this and the other is Simon Birch. Both are about the boy tried to make a different in this world despite the fact that they are disable. This movie star Elden Henson as the boy with disturb past and Kieran Culkin as the disable boy, they two become friend and that when imaginary adventure begin.<br /><br />The movie also consist of many A lister star such as Gena Rowlands, Sharon Stone, Gillian Anderson, Meat Loaf, and James Gandolfini. Yes, that is one hell of a cast but that doesn't really save this film anyway. The movie is dreadful, because by the end of the movie you'll wish you never seen it cause it is too slow and boring.<br /><br />The script wasn't that bad at all, the character is well written but the situation is boring and dreadful and the sentimental stuff was overdone that it end up being really cheesy. The acting wasn't all bad but the set was boring and unimaginative. And the lighting and cinematography didn't do a good job, it as if the film was shot 3 decades back.<br /><br />Reason To Watch: Better Not Watch It.<br /><br />Reason Not To: You Won't Miss A Thing, Feel Like Waste Of Electricity Watching It.<br /><br />Rating: 3/10 (Grade: F).<br /><br />Please Rate (Y/N) After Reading, Thanks."
"29_0"	"Many of you have posted comments on \"Clockwatchers\" as a portrayal of \"Office Life\"... Not true!! It is a movie based on each of the 4 main characters personal \"Identity Struggle\" and nothing more than that. Watch it again and \"Forget\" that they are in an \"Office\" setting, focus on the personalities you see in each of the 4 main characters.<br /><br />I'll give you a hint, Lisa Kudrow's character has Bulimia Nervosa.<br /><br />Guess who has OCD?<br /><br />\"Never ignore the Obvious and Never over-look the Obscure\"<br /><br />A great Movie! 10 \"stars\""
"46565_0"	"For years friends expressed amazement that I had never watched \"Nip/Tuck\" -- just my kind of show, they insisted. And so, spurred by the recent assault of pre-season publicity, I decided to pay a first-time visit to Nip/Tuck last night. I was expecting sly and witty satire. What I found instead (in repeat episodes that focused on a serial mangler and a deranged racist) was a puerile, unrelenting torrent of violence and sadism. Robotic and/or hysterical acting, moronic plot contortions, and enough deep shadow (in Miami, yet) to make Edgar Ulmer spin like a top. It was like watching Joel Schumacher direct Ricky Martin as Hannibal Lecter. Nice to know what my friends think of my taste."
"36185_0"	"1st watched 7/12/2009 - 3 out of 10 (Dir-Anthony Hickox): Lame and silly attempt to spoof horror movies in this story about a possessed wax museum visited by brainless teenagers. A couple of them get swept into the exhibits and the story that revolves around the exhibits, and then they get killed and become permanent parts of it. This is the basic storyline but they add a \"rule the world\" theme concocted by the leader of the museum. He believes that once each exhibit has had it's chance to kill they will all come to life and conquer all !! Mu ha ha!! The movie has a campiness that makes you think initially it will be a comedy but it really just turns into a slow moving horror movie. The exhibits include the werewolf, a vampire, the Marquis de sade and an alien that isn't really explored. This is where the movie tries to pay tribute to these type of movies but fails. At least the movie didn't turn out to be a kill all teens slasher movie and they tried a different style in the storytelling to put away the worthless teenagers but it still doesn't really work as an interesting movie."
